_id,player_id,player_name,country,type,rank,points,movement,lastUpdated,createdAt,updatedAt
67e0b844f1520764b1dbab7c,508,Arantxa Rus,Netherlands,WTA,89,781,-1,2025-03-24T01:41:24.182Z,2025-03-24T01:41:24.193Z,2025-03-24T01:41:24.193Z
67e0b844f1520764b1dbab7d,3214,Taylor Townsend,USA,WTA,90,772,1,2025-03-24T01:41:24.182Z,2025-03-24T01:41:24.193Z,2025-03-24T01:41:24.193Z
67e0b844f1520764b1dbab7e,454,Cristina Bucsa,Spain,WTA,91,767,-1,2025-03-24T01:41:24.182Z,2025-03-24T01:41:24.193Z,2025-03-24T01:41:24.193Z
67e0b844f1520764b1dbab7f,525,Viktorija Golubic,Switzerland,WTA,92,759,-2,2025-03-24T01:41:24.182Z,2025-03-24T01:41:24.193Z,2025-03-24T01:41:24.193Z
67e0b844f1520764b1dbab80,1112,Yue Yuan,China,WTA,93,745,2,2025-03-24T01:41:24.182Z,2025-03-24T01:41:24.193Z,2025-03-24T01:41:24.193Z
67e0b844f1520764b1dbab81,505,Anna Bondar,Hungary,WTA,94,744,-3,2025-03-24T01:41:24.182Z,2025-03-24T01:41:24.193Z,2025-03-24T01:41:24.193Z
67e0b844f1520764b1dbab82,1958,Erika Andreeva,World,WTA,95,742,3,2025-03-24T01:41:24.183Z,2025-03-24T01:41:24.193Z,2025-03-24T01:41:24.193Z
67e0b844f1520764b1dbab83,2077,Jil Teichmann,Switzerland,WTA,96,741,-3,2025-03-24T01:41:24.183Z,2025-03-24T01:41:24.193Z,2025-03-24T01:41:24.193Z
67e0b844f1520764b1dbab84,187,Lourdes Carle Maria,Argentina,WTA,97,739,-3,2025-03-24T01:41:24.183Z,2025-03-24T01:41:24.193Z,2025-03-24T01:41:24.193Z
67e0b844f1520764b1dbab85,490,Hailey Baptiste,USA,WTA,98,736,-3,2025-03-24T01:41:24.183Z,2025-03-24T01:41:24.193Z,2025-03-24T01:41:24.193Z
67e0b844f1520764b1dbab86,1809,Olivia Gadecki,Australia,WTA,99,732,0,2025-03-24T01:41:24.183Z,2025-03-24T01:41:24.193Z,2025-03-24T01:41:24.193Z
67e0b844f1520764b1dbab87,10891,Alexia Todoni Anca,Romania,WTA,100,718,-1,2025-03-24T01:41:24.183Z,2025-03-24T01:41:24.193Z,2025-03-24T01:41:24.193Z
